STOCKCODE,DATE,TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
093320,2020-07-31,0 days 11:20:00.000000000,65200,65300,65100,65300,466
093320,2020-07-31,0 days 11:25:00.000000000,65300,65300,65200,65300,316
093320,2020-07-31,0 days 11:30:00.000000000,65200,65300,65000,65100,555
093320,2020-07-31,0 days 11:35:00.000000000,65100,65200,64900,65100,1307
093320,2020-07-31,0 days 11:40:00.000000000,65100,65100,64900,64900,419
093320,2020-07-31,0 days 11:45:00.000000000,64900,65200,64900,65000,587
093320,2020-07-31,0 days 11:50:00.000000000,65000,65300,65000,65300,774
093320,2020-07-31,0 days 11:55:00.000000000,65200,65300,65100,65100,301
093320,2020-07-31,0 days 12:00:00.000000000,65100,65200,65000,65100,435
093320,2020-07-31,0 days 12:05:00.000000000,65000,65100,65000,65100,127
093320,2020-07-31,0 days 12:10:00.000000000,65100,65100,65000,65100,96
093320,2020-07-31,0 days 12:15:00.000000000,65000,65200,65000,65200,539
093320,2020-07-31,0 days 12:20:00.000000000,65200,65300,65100,65100,267
093320,2020-07-31,0 days 12:25:00.000000000,65100,65200,65100,65100,241
093320,2020-07-31,0 days 12:30:00.000000000,65100,65200,65000,65100,156
093320,2020-07-31,0 days 12:35:00.000000000,65100,65200,65000,65200,236
093320,2020-07-31,0 days 12:40:00.000000000,65200,65200,65000,65100,343
093320,2020-07-31,0 days 12:45:00.000000000,65100,65100,65000,65000,86
093320,2020-07-31,0 days 12:50:00.000000000,65000,65100,65000,65000,193
093320,2020-07-31,0 days 12:55:00.000000000,65000,65200,65000,65200,1502
093320,2020-07-31,0 days 13:00:00.000000000,65100,65200,65000,65200,304
093320,2020-07-31,0 days 13:05:00.000000000,65100,65300,65100,65300,430
093320,2020-07-31,0 days 13:10:00.000000000,65300,65400,65300,65400,171
093320,2020-07-31,0 days 13:15:00.000000000,65300,65400,65200,65200,540
093320,2020-07-31,0 days 13:20:00.000000000,65300,65300,65100,65100,163
093320,2020-07-31,0 days 13:25:00.000000000,65200,65200,65100,65100,140
093320,2020-07-31,0 days 13:30:00.000000000,65100,65200,65000,65200,612
093320,2020-07-31,0 days 13:35:00.000000000,65200,65300,65100,65200,124
093320,2020-07-31,0 days 13:40:00.000000000,65100,65300,65100,65200,388
093320,2020-07-31,0 days 13:45:00.000000000,65200,65300,65100,65300,1016
093320,2020-07-31,0 days 13:50:00.000000000,65300,65500,65300,65300,423
093320,2020-07-31,0 days 13:55:00.000000000,65300,65500,65200,65300,398
093320,2020-07-31,0 days 14:00:00.000000000,65300,65500,65300,65500,330
093320,2020-07-31,0 days 14:05:00.000000000,65600,65700,65500,65500,251
093320,2020-07-31,0 days 14:10:00.000000000,65500,65700,65500,65600,775
093320,2020-07-31,0 days 14:15:00.000000000,65500,65600,65400,65500,655
093320,2020-07-31,0 days 14:20:00.000000000,65400,65400,65300,65400,901
093320,2020-07-31,0 days 14:25:00.000000000,65400,65400,65100,65200,640
093320,2020-07-31,0 days 14:30:00.000000000,65200,65300,65100,65200,386
093320,2020-07-31,0 days 14:35:00.000000000,65200,65200,65100,65100,794
093320,2020-07-31,0 days 14:40:00.000000000,65100,65100,65000,65000,62
093320,2020-07-31,0 days 14:45:00.000000000,65000,65100,64800,64900,2764
093320,2020-07-31,0 days 14:50:00.000000000,64900,65400,64900,65300,1624
093320,2020-07-31,0 days 14:55:00.000000000,65200,65300,64900,65000,1105
093320,2020-07-31,0 days 15:00:00.000000000,65100,65200,64900,65200,1146
093320,2020-07-31,0 days 15:05:00.000000000,65200,65200,64800,64900,1089
093320,2020-07-31,0 days 15:10:00.000000000,64900,65000,64800,65000,435
093320,2020-07-31,0 days 15:15:00.000000000,65000,65000,64600,64700,798
093320,2020-07-31,0 days 15:30:00.000000000,64500,64500,64500,64500,2571
